p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.23679316081665e-33,2.0368171858789,0.504,0.152,2.47358632163331e-30,17,Ak8
1.47543706656996e-07,2.03054705320736,0.539,0.396,0.000295087413313993,17,Vmn2r90
6.39495956670419e-41,2.01053124925075,0.61,0.235,1.27899191334084e-37,17,Popdc3
7.19081779794539e-07,1.98879996350464,0.589,0.447,0.00143816355958908,17,Syn3
3.72701143969847e-25,1.98407398086054,0.652,0.378,7.45402287939694e-22,17,Cxcl10
2.28742186062791e-28,1.94698650761606,0.759,0.499,4.57484372125581e-25,17,Pard3b
5.18106268089411e-41,1.94585381351575,1,0.794,1.03621253617882e-37,17,Large1
1.87177614831863e-72,1.94500875657863,0.014,0.169,3.74355229663727e-69,17,Gchfr
2.84615953304959e-14,1.9324596283328,0.688,0.503,5.69231906609918e-11,17,Gm36723
1.55979167053841e-41,1.91850064552912,0.035,0.197,3.11958334107682e-38,17,Tm4sf1
6.38925865672792e-43,1.91353361957041,0.596,0.197,1.27785173134558e-39,17,Zdbf2
1.93362602013692e-34,1.91171111223015,0.95,0.715,3.86725204027383e-31,17,Idi1
2.63761550360369e-32,1.91055205133178,0.936,0.771,5.27523100720737e-29,17,Atf3
3.68888205819235e-54,1.90122250169843,0.674,0.235,7.37776411638471e-51,17,Fat4
1.81899367912966e-23,1.89660599033312,0.78,0.569,3.63798735825932e-20,17,Gch1
1.63790133807123e-46,1.88676108088559,0.993,0.667,3.27580267614246e-43,17,Gpr183
4.38098820281614e-15,1.86395041887334,0.638,0.44,8.76197640563228e-12,17,Apbb2
7.4783824963107e-50,1.85822541385432,0.66,0.231,1.49567649926214e-46,17,Fzd4
3.22458485661632e-08,1.85252955949023,0.603,0.49,6.44916971323263e-05,17,Cd69
1.0118878373406e-14,1.85086495997404,0.652,0.423,2.02377567468119e-11,17,Cfp
6.93479469658194e-36,1.84625704083386,0.156,0.014,1.38695893931639e-32,17,Fjx1
6.35560421764451e-18,1.84003661008542,0.681,0.414,1.2711208435289e-14,17,Maml3
9.98465653819185e-179,1.83608621322388,0.66,0.042,1.99693130763837e-175,17,Htra3
5.30837277588563e-34,1.82255057700839,0.901,0.609,1.06167455517713e-30,17,Mpeg1
1.14578945766968e-47,1.8101929580776,0.681,0.236,2.29157891533935e-44,17,Gucy1a1
1.33105594794298e-44,1.80908426917136,0.993,0.964,2.66211189588595e-41,17,H2afz
3.23966503359951e-28,1.80822638806316,0.929,0.734,6.47933006719901e-25,17,Prdx5
2.75478541520012e-32,1.80692740766244,0.943,0.717,5.50957083040024e-29,17,Runx2
1.41620116038948e-13,1.79633486896303,0.681,0.528,2.83240232077897e-10,17,Rac2
7.65316396368432e-30,1.7931659049223,0.766,0.558,1.53063279273686e-26,17,Fosl2
3.21342360056279e-08,1.79237426772799,0.27,0.141,6.42684720112558e-05,17,Mansc4
5.88384595339989e-20,1.77296126675079,0.163,0.355,1.17676919067998e-16,17,Vegfa
0,1.75900138215975,0.617,0.007,0,17,Gabra3
2.39817991005719e-43,1.75638328106889,0.674,0.271,4.79635982011439e-40,17,Emp1
5.57816874097799e-31,1.7546972101167,0.915,0.693,1.1156337481956e-27,17,St6galnac3
5.11244325025263e-14,1.74844851998764,0.624,0.447,1.02248865005053e-10,17,Mcc
4.3001471557646e-30,1.74298396024637,0.965,0.766,8.60029431152919e-27,17,Chka
4.74197366709423e-46,1.74192783599257,0.993,0.725,9.48394733418845e-43,17,Dscam
2.70168066243671e-09,1.73787070698515,0.191,0.131,5.40336132487343e-06,17,Mmp15
1.59979949196219e-20,1.7260300937088,0.489,0.189,3.19959898392438e-17,17,Hbegf
7.95871655939857e-115,1.72240483182653,0.043,0.019,1.59174331187971e-111,17,Lrrc3b
2.89388591070982e-07,1.7087888244224,0.021,0.199,0.000578777182141965,17,Lrrc7
5.83266425129947e-40,1.70232104336464,0.823,0.523,1.16653285025989e-36,17,Vps37b
2.64573231890315e-88,1.68567644529449,0.617,0.05,5.29146463780631e-85,17,Nhs
8.69150038611199e-46,1.67819176830839,0.709,0.277,1.7383000772224e-42,17,Gcsam
3.05141791752405e-14,1.66752695440514,0.028,0.126,6.1028358350481e-11,17,Lamb1
1.67633919045414e-23,1.64937282998156,0.163,0.395,3.35267838090828e-20,17,Ccdc148
4.19712570327008e-20,1.63112154807582,0.986,0.883,8.39425140654015e-17,17,Tagln2
3.03661669952958e-19,1.62962372597581,0.525,0.29,6.07323339905917e-16,17,Dlg2
2.3536821830368e-30,1.62451547402552,0.645,0.33,4.7073643660736e-27,17,Egf
1.11188822354563e-16,1.60271149589022,0.674,0.452,2.22377644709127e-13,17,Mfge8
1.5615713452977e-41,1.59646939070717,0.603,0.186,3.1231426905954e-38,17,Pcsk5
2.64234317780908e-16,1.56345559846279,0.709,0.528,5.28468635561817e-13,17,Man1c1
2.93747414977588e-29,1.56003007797719,0.965,0.789,5.87494829955176e-26,17,Ly75
1.13293327361842e-35,1.55436298995756,0.574,0.205,2.26586654723684e-32,17,Mmp9
2.43609989801823e-11,1.53159983756803,0.213,0.274,4.87219979603646e-08,17,Fat1
1.85072787019102e-08,1.51820031925586,0.652,0.528,3.70145574038204e-05,17,Ppm1l
4.36372715375728e-43,1.50525192028095,0.624,0.181,8.72745430751455e-40,17,Rgs16
3.04428797390321e-06,1.50058284474352,0.014,0.228,0.00608857594780643,17,Gm15287
6.37298006071195e-30,1.49577397387512,0.723,0.366,1.27459601214239e-26,17,Airn
2.54868412740101e-15,1.49338320914041,0.844,0.707,5.09736825480202e-12,17,Tm4sf5
7.71851312379586e-12,1.49056069322202,0.73,0.576,1.54370262475917e-08,17,Kit
8.06649088991426e-32,1.43773323482239,0.574,0.154,1.61329817798285e-28,17,Il2rb
1.16462052766897e-31,1.43737266179587,0.149,0.156,2.32924105533794e-28,17,Bmx
6.39458078578533e-15,1.43207375627709,0.766,0.568,1.27891615715707e-11,17,Zyx
4.96136701137663e-06,1.41883108226439,0.447,0.221,0.00992273402275327,17,Pde10a
4.42559838653798e-06,1.41060264562927,0.277,0.306,0.00885119677307595,17,Sox5
2.8475581247751e-24,1.406699591733,0.61,0.277,5.6951162495502e-21,17,Ifit3
3.87670056233989e-21,1.39136871948545,0.929,0.821,7.75340112467978e-18,17,Fosb
3.82118132816045e-29,1.37543989033784,0.66,0.362,7.64236265632091e-26,17,Prickle1
1.27946968948131e-19,1.35720022744036,0.801,0.625,2.55893937896263e-16,17,Eprs
3.76422055764444e-23,1.34705203537197,0.837,0.579,7.52844111528889e-20,17,Usp53
1.86087102001921e-14,1.33915788644873,0.809,0.577,3.72174204003843e-11,17,Oprd1
1.14834560172933e-26,1.32589006707309,0.887,0.645,2.29669120345867e-23,17,Ciita
4.5901455011802e-15,1.31151073670633,0.504,0.156,9.1802910023604e-12,17,Gdpd1
4.03817796323252e-13,1.30497335647683,0.645,0.455,8.07635592646505e-10,17,Gbp2b
6.04531280893047e-22,1.29294566269142,0.922,0.724,1.20906256178610e-18,17,Anxa2
4.62492990307334e-32,1.29150744954267,0.128,0.141,9.24985980614668e-29,17,Foxp2
3.665756952104e-24,1.28596168145465,0.716,0.506,7.331513904208e-21,17,Tmx4
2.96997652763814e-09,1.2844757276295,0.745,0.708,5.93995305527628e-06,17,Grasp
8.43099688401514e-21,1.25503116717394,0.872,0.722,1.68619937680303e-17,17,Slc38a1
4.43053121794634e-07,1.24832464110996,0.652,0.578,0.000886106243589269,17,Plcb4
1.79106950010333e-06,1.24657762387094,0.426,0.138,0.00358213900020667,17,Syngr1
1.21067359886223e-45,1.22480320432437,0.617,0.178,2.42134719772445e-42,17,Apod
3.11733539923144e-19,1.20883038084089,0.936,0.749,6.23467079846288e-16,17,Zmynd15
9.42510133107415e-08,1.20776439110151,0.255,0.273,0.000188502026621483,17,Ubd
1.50269568461981e-24,1.20671439881011,0.645,0.35,3.00539136923962e-21,17,Ncald
1.48062715821454e-07,1.20296365947488,0.645,0.536,0.000296125431642907,17,Hebp1
4.54619056789038e-82,1.19566723223349,0.383,0.017,9.09238113578075e-79,17,Dsg1a
1.79254488675761e-14,1.19386932038605,0.532,0.27,3.58508977351522e-11,17,Gbp6
1.98583638322941e-30,1.1886329037584,0.128,0.115,3.97167276645882e-27,17,Adgrd1
2.90594249722188e-12,1.18509168045717,0.908,0.752,5.81188499444376e-09,17,Vim
9.69232192892109e-27,1.18433763921936,0.383,0.108,1.93846438578422e-23,17,Rian
6.20231317232844e-20,1.17873820496055,0.908,0.66,1.24046263446569e-16,17,Pcyt1a
1.45373849278571e-16,1.16695468479628,0.922,0.727,2.90747698557142e-13,17,Laptm4b
1.67923795020642e-24,1.15762851009556,0.638,0.35,3.35847590041284e-21,17,Ptpn14
1.46789920032716e-69,1.15190041328481,0.66,0.083,2.93579840065432e-66,17,Btbd11
2.6018604407947e-13,1.14199865114991,0.617,0.368,5.2037208815894e-10,17,Samd9l
4.41525190875977e-41,1.13918573672822,0.631,0.202,8.83050381751955e-38,17,Gli3
3.41533560551767e-08,1.13172764095049,0.291,0.138,6.83067121103533e-05,17,Gna14
1.463913327418e-23,1.1304631236939,0.979,0.881,2.927826654836e-20,17,H2-Ab1
4.56463751071585e-39,1.11374519672674,0.617,0.253,9.1292750214317e-36,17,Sgo1
4.04047624680905e-10,1.09485473111715,0.631,0.509,8.08095249361811e-07,17,Cenpa
3.08082774686636e-12,1.06763630603453,0.241,0.46,6.16165549373273e-09,17,Nr3c2
4.08291584830053e-08,1.06700400995325,0.752,0.654,8.16583169660107e-05,17,Tubb2b
1.19294348278522e-20,1.06514744853311,0.617,0.379,2.38588696557044e-17,17,Gm12703
1.87599673002877e-21,1.06226917334312,0.809,0.628,3.75199346005754e-18,17,Ccrl2
1.51248945654244e-28,1.06046990317288,0.128,0.142,3.02497891308487e-25,17,Pak3
2.1523488432246e-13,1.05561749271225,0.482,0.156,4.3046976864492e-10,17,Npdc1
8.07484860701675e-26,1.05334331397083,0.78,0.435,1.61496972140335e-22,17,Plpp1
4.62921513317386e-10,1.04659337593356,0.27,0.476,9.25843026634771e-07,17,Lamc1
1.14446355803201e-20,1.04270969481743,0.106,0.053,2.28892711606403e-17,17,Ralyl
1.26011313173692e-27,1.04185847811815,0.702,0.448,2.52022626347384e-24,17,Smc2
4.35041265655086e-10,1.03797845285219,0.199,0.297,8.70082531310171e-07,17,Slc14a1
1.91376807416103e-14,1.03649837439262,0.837,0.612,3.82753614832207e-11,17,H2-M2
2.72450623222945e-12,1.02973331008105,0.007,0.018,5.4490124644589e-09,17,Adgrg1
5.86367522300587e-13,1.02755618699247,0.333,0.137,1.17273504460117e-09,17,Alkal2
6.48656462395081e-13,1.01430059487473,0.816,0.59,1.29731292479016e-09,17,Wwox
7.05359370089324e-13,1.01249031334936,0.844,0.672,1.41071874017865e-09,17,Arl5b
9.75580139328592e-33,1.01174159429251,0.681,0.349,1.95116027865718e-29,17,Serpine1
3.04373492853458e-31,1.00577787649119,0.922,0.54,6.08746985706916e-28,17,Itgb8
1.40272195679939e-08,1.00382210842694,0.667,0.398,2.80544391359877e-05,17,Plat
5.55212557319678e-15,1.00287740938731,0.837,0.637,1.11042511463936e-11,17,Pitpnc1
4.2545996062369e-53,6.41896607221506,0.574,0.03,8.5091992124738e-50,18,Hist1h3b
0,5.9737757276888,0.876,0.029,0,18,Pbk
9.28789917456155e-76,5.55573175100119,0.915,0.299,1.85757983491231e-72,18,Cdc20
6.29089560863111e-40,5.46753758441522,0.806,0.387,1.25817912172622e-36,18,Spc24
2.60798182671498e-64,5.428215430808,0.899,0.322,5.21596365342997e-61,18,Ube2c
1.33517028832364e-45,5.36015679322079,0.829,0.325,2.67034057664727e-42,18,Aurkb
1.04308546344184e-68,5.35957296422142,0.891,0.298,2.08617092688368e-65,18,Hist1h1a
4.20743637692529e-73,5.31969228421253,0.86,0.299,8.41487275385058e-70,18,Hmmr
2.29687660658872e-21,5.2390242499961,0.674,0.196,4.59375321317745e-18,18,Kif4
1.24374822706296e-30,5.2204566771837,0.69,0.192,2.48749645412591e-27,18,Ccna2
3.7508728279712e-41,5.19689511552645,0.791,0.295,7.5017456559424e-38,18,Hist1h3c
1.99125752274407e-12,5.13290857832949,0.62,0.278,3.98251504548815e-09,18,Rrm2
6.0283098389829e-56,5.1176982471535,0.752,0.217,1.20566196779658e-52,18,Depdc1a
1.26468063942454e-79,5.11004002107627,0.961,0.398,2.52936127884909e-76,18,Birc5
2.78602942603238e-21,5.10394714487597,0.589,0.181,5.57205885206477e-18,18,Iqgap3
1.23953270379209e-58,5.09306262457267,0.891,0.312,2.47906540758418e-55,18,Pclaf
7.93059357024856e-86,5.07084125659783,0.783,0.161,1.58611871404971e-82,18,Plk1
1.44289366389288e-23,5.07051157052683,0.612,0.107,2.88578732778576e-20,18,E2f7
3.42628305884237e-67,5.05055210494054,0.946,0.458,6.85256611768474e-64,18,Stmn1
4.84673292096428e-57,4.97967431895881,0.899,0.479,9.69346584192855e-54,18,Hist1h1b
1.51265679137427e-22,4.91010667139038,0.713,0.351,3.02531358274855e-19,18,Cdca3
1.10066593583039e-65,4.84792568543867,0.899,0.36,2.20133187166078e-62,18,Ccnb2
1.3909976332836e-38,4.82010520119806,0.775,0.258,2.78199526656719e-35,18,Kif11
2.67605940584169e-39,4.76348929357815,0.752,0.291,5.35211881168338e-36,18,Cenpf
1.85277733309168e-16,4.7211955797897,0.279,0.255,3.70555466618335e-13,18,Sgo1
8.47566859204685e-67,4.68804326409697,0.946,0.486,1.69513371840937e-63,18,Cdca8
7.27015016991886e-46,4.64965092728273,0.798,0.271,1.45403003398377e-42,18,Neil3
1.57393110991143e-37,4.64712037663941,0.705,0.218,3.14786221982286e-34,18,Ccnb1
1.8264668957867e-54,4.63488491734816,0.884,0.419,3.65293379157341e-51,18,Cdk1
6.24617965429494e-66,4.60268483655048,0.899,0.279,1.24923593085899e-62,18,Mis18bp1
1.8492012587321e-64,4.59086785634931,0.922,0.436,3.69840251746419e-61,18,Kif15
5.67451318557903e-62,4.58216070790428,0.899,0.424,1.13490263711581e-58,18,Knstrn
5.49160940058429e-131,4.58093916469944,0.698,0.041,1.09832188011686e-127,18,Cd207
2.11196385977755e-69,4.55284723265134,0.938,0.422,4.2239277195551e-66,18,Tpx2
5.45454647314349e-47,4.51805707112123,0.853,0.398,1.0909092946287e-43,18,Prc1
2.77312636392084e-45,4.50877696939465,0.775,0.173,5.54625272784168e-42,18,Aspm
3.98914562460887e-40,4.46380992809774,0.791,0.332,7.97829124921774e-37,18,Cenpe
3.61956657090093e-42,4.38241363045372,0.845,0.472,7.23913314180186e-39,18,Top2a
2.09501892093795e-15,4.3681505841228,0.682,0.42,4.19003784187589e-12,18,Kif23
8.58318589748726e-48,4.31180753851148,0.76,0.234,1.71663717949745e-44,18,Spp1
2.86074751257755e-53,4.2990261749196,0.899,0.396,5.7214950251551e-50,18,Hist2h2ac
8.02504973365944e-20,4.29103024327927,0.698,0.32,1.60500994673189e-16,18,Nusap1
2.37213331698438e-21,4.28948168446604,0.736,0.5,4.74426663396875e-18,18,Ect2
2.72281240281711e-66,4.28651511379534,0.953,0.521,5.44562480563422e-63,18,Mki67
2.96121789975029e-62,4.2845910683782,0.915,0.442,5.92243579950059e-59,18,Racgap1
1.93414117025979e-09,4.27785915236689,0.636,0.423,3.86828234051959e-06,18,Knl1
1.76985989549996e-12,4.25920431645963,0.651,0.369,3.53971979099992e-09,18,Hist1h2ab
5.69392296261693e-33,4.25073027675553,0.713,0.208,1.13878459252339e-29,18,Sept3
1.7926150934392e-61,4.2358267891543,0.922,0.508,3.5852301868784e-58,18,Cenpa
4.02122259456189e-63,4.19218833529026,0.938,0.481,8.04244518912378e-60,18,Incenp
3.15625712764841e-53,4.1901823472439,0.93,0.556,6.31251425529683e-50,18,H2afx
3.74473896195015e-24,4.08951579155437,0.729,0.375,7.48947792390029e-21,18,Lockd
1.46837491982823e-66,4.06876806382888,0.961,0.54,2.93674983965646e-63,18,Cks1b
1.59665108489602e-77,3.9931046957665,0.992,0.439,3.19330216979204e-74,18,Naaa
1.50275948073506e-86,3.98406773481784,0.984,0.281,3.00551896147013e-83,18,Rab7b
6.13002358495945e-29,3.96720378717008,0.775,0.473,1.22600471699189e-25,18,Tacc3
6.2289362732122e-18,3.93830437342624,0.124,0.238,1.24578725464244e-14,18,1700020L24Rik
7.88598117017795e-40,3.89817450178995,0.798,0.425,1.57719623403559e-36,18,Anln
1.02348471997892e-24,3.89498424088,0.752,0.367,2.04696943995784e-21,18,Cd8a
4.79524982692429e-22,3.78819908114045,0.256,0.071,9.59049965384859e-19,18,Trabd2b
1.17694981077248e-13,3.77544813328364,0.659,0.374,2.35389962154496e-10,18,Hist1h2ae
7.43926796631941e-70,3.76963858959581,0.907,0.241,1.48785359326388e-66,18,Itga8
2.53787949672155e-29,3.75349992016594,0.752,0.277,5.07575899344311e-26,18,Gcsam
1.86664026084082e-24,3.73562686494747,0.744,0.388,3.73328052168163e-21,18,Tlr3
5.81464357023957e-15,3.71041611277821,0.69,0.387,1.16292871404791e-11,18,Gatm
2.08488883429494e-52,3.66544555426118,0.884,0.365,4.16977766858987e-49,18,Ifi205
4.40775438401582e-73,3.60663730788117,0.992,0.526,8.81550876803165e-70,18,Ckb
3.26504395504668e-11,3.60349205522721,0.643,0.389,6.53008791009336e-08,18,Cit
2.07757768965037e-24,3.57119619339935,0.775,0.501,4.15515537930074e-21,18,Cks2
2.80702591498397e-11,3.55490403432544,0.62,0.274,5.61405182996795e-08,18,Hist1h2ap
1.87337436859025e-15,3.5187930596638,0.705,0.448,3.74674873718049e-12,18,Smc2
1.70265417862457e-61,3.51660570723822,0.938,0.482,3.40530835724915e-58,18,Mycl
1.9312828328091e-56,3.51179103667423,0.922,0.419,3.86256566561819e-53,18,Xcr1
4.34016223695545e-14,3.47232904865558,0.651,0.352,8.68032447391091e-11,18,Efcab11
2.86921002875519e-68,3.46019573830523,0.953,0.456,5.73842005751038e-65,18,Unc119
1.9053239846442e-76,3.40042093437299,1,0.692,3.81064796928839e-73,18,Hmgb2
3.43305359302163e-39,3.39067035261878,0.822,0.476,6.86610718604326e-36,18,Anxa1
5.45308505524707e-24,3.37026214904285,0.403,0.108,1.09061701104941e-20,18,Rgs7
7.36717546020228e-49,3.36753193200173,0.62,0.102,1.47343509204046e-45,18,Acbd7
9.08180898428692e-41,3.35113450864634,0.868,0.475,1.81636179685738e-37,18,Bub1b
9.37267891117257e-37,3.34289772356238,0.86,0.521,1.87453578223451e-33,18,Diaph3
2.61247734795683e-45,3.33350991756111,0.837,0.366,5.22495469591365e-42,18,Cacnb2
7.474957038424e-10,3.31676090069629,0.667,0.463,1.4949914076848e-06,18,Cdca2
1.29526578150521e-35,3.3059164583861,0.744,0.274,2.59053156301042e-32,18,1500015L24Rik
8.03400231696362e-26,3.28193722119437,0.791,0.495,1.60680046339272e-22,18,Olfm1
2.583230460395e-26,3.28088091463287,0.791,0.514,5.16646092079e-23,18,Rrm1
9.65729485694247e-35,3.27131338041714,0.798,0.395,1.93145897138849e-31,18,Med12l
2.41135456909833e-86,3.2641992415039,0.806,0.079,4.82270913819667e-83,18,Derl3
2.02680163626189e-07,3.24435495991067,0.643,0.49,0.000405360327252378,18,Cenpp
7.66121585325916e-08,3.24172875137044,0.628,0.472,0.000153224317065183,18,Hells
3.31436500585746e-71,3.18736265516709,0.992,0.538,6.62873001171492e-68,18,Ppt1
9.54078009070209e-35,3.12706380641646,0.814,0.409,1.90815601814042e-31,18,P2ry14
2.50348464911431e-56,3.09286036478281,0.938,0.488,5.00696929822862e-53,18,Arsb
1.14088462377504e-30,3.08353664148674,0.682,0.225,2.28176924755008e-27,18,Upp1
2.9890621371633e-40,3.05073160196943,0.946,0.599,5.97812427432659e-37,18,Hist1h4d
1.6321015215529e-32,2.99913414003003,0.791,0.395,3.2642030431058e-29,18,Nrg2
6.41136753348871e-51,2.95114226038726,0.922,0.501,1.28227350669774e-47,18,Clec12a
5.04462915444331e-55,2.89921472290257,0.977,0.538,1.00892583088866e-51,18,Dut
2.38024284832853e-77,2.88545186878264,0.992,0.848,4.76048569665706e-74,18,Ptma
2.91513392322461e-68,2.88256853994269,1,0.589,5.83026784644923e-65,18,Plbd1
3.52764905205415e-61,2.87829551398352,0.992,0.674,7.0552981041083e-58,18,Hsp90b1
1.51174254597007e-67,2.86361831237838,1,0.559,3.02348509194014e-64,18,Wdfy4
2.56185323177342e-65,2.85460960530411,0.992,0.648,5.12370646354684e-62,18,H2-DMb1
4.25045888512074e-34,2.84692416504461,0.752,0.304,8.50091777024147e-31,18,Srm
3.55472222541315e-08,2.83536563504888,0.605,0.312,7.10944445082631e-05,18,Gpr171
7.34999957249841e-50,2.82067207239997,0.884,0.459,1.46999991449968e-46,18,Clec1a
1.66485895371514e-32,2.81614684181086,0.814,0.454,3.32971790743029e-29,18,Hist1h1d
2.16756293521574e-18,2.81272745168382,0.713,0.309,4.33512587043148e-15,18,Cxcl9
2.46895772520843e-46,2.78345863665259,0.922,0.51,4.93791545041685e-43,18,Hist1h1e
6.27315269889345e-21,2.75924878015483,0.767,0.404,1.25463053977869e-17,18,Hmgn2
1.48560768564931e-39,2.75493665216702,0.86,0.454,2.97121537129861e-36,18,Slamf8
1.76752488038646e-77,2.75326229900733,0.884,0.193,3.53504976077292e-74,18,Ccr2
9.2161527675289e-51,2.75188518173899,0.922,0.42,1.84323055350578e-47,18,Clec9a
3.88875090493054e-14,2.72992185747216,0.271,0.216,7.77750180986109e-11,18,Chrm3
2.24205553959074e-60,2.71318887882721,0.752,0.134,4.48411107918147e-57,18,Alkal2
1.2149484898341e-44,2.69241713366165,0.922,0.597,2.42989697966819e-41,18,Ranbp1
8.09306340685927e-61,2.68745288838279,0.961,0.491,1.61861268137185e-57,18,Iqgap2
1.51687255317847e-62,2.6759969157355,0.946,0.426,3.03374510635695e-59,18,Itgb7
6.00522764802442e-17,2.65392236533377,0.054,0.178,1.20104552960488e-13,18,Cntn4
1.48464563825583e-51,2.64193961851613,0.953,0.549,2.96929127651167e-48,18,Gng2
1.10967799895125e-57,2.63526072389945,0.752,0.156,2.21935599790249e-54,18,Reln
4.8840042368807e-17,2.62351645824398,0.752,0.499,9.76800847376139e-14,18,Atad2
1.06340242101978e-57,2.58941530042934,0.992,0.588,2.12680484203955e-54,18,Slc9a9
1.27450265582917e-64,2.56211054906659,1,0.466,2.54900531165833e-61,18,Ly6e
6.55664065708617e-29,2.52930779752928,0.822,0.435,1.31132813141723e-25,18,Plpp1
7.95867469870375e-66,2.51726419882602,1,0.783,1.59173493974075e-62,18,Ran
1.357506531734e-62,2.50984474009603,0.907,0.384,2.71501306346799e-59,18,Plce1
2.19818857106818e-49,2.50841209105926,0.922,0.438,4.39637714213635e-46,18,Alox5ap
1.81221517465135e-22,2.50819515238024,0.674,0.225,3.62443034930269e-19,18,F630028O10Rik
1.53943841589261e-39,2.49491917751161,0.876,0.514,3.07887683178522e-36,18,Pola1
6.08664113565735e-133,2.47695329223074,0.628,0.059,1.21732822713147e-129,18,Klrg1
2.26505652023007e-47,2.46929657483921,0.899,0.47,4.53011304046015e-44,18,Tbxas1
8.70676763680035e-18,2.46228313530625,0.76,0.494,1.74135352736007e-14,18,Ldha
1.13433880860583e-46,2.43301496395595,0.86,0.478,2.26867761721166e-43,18,Hepacam2
2.37124890017963e-107,2.42068237738514,0.744,0.08,4.74249780035926e-104,18,Tspear
6.85759618416148e-48,2.4113039162274,0.868,0.37,1.3715192368323e-44,18,Gmds
5.48885797873364e-45,2.40243350361587,0.915,0.511,1.09777159574673e-41,18,Srgap3
1.53415880930677e-42,2.39951903319269,0.922,0.679,3.06831761861354e-39,18,Tuba1b
2.5317341715836e-53,2.39104538524705,0.953,0.503,5.0634683431672e-50,18,Slco3a1
3.389294142536e-50,2.38973590874659,0.876,0.445,6.77858828507201e-47,18,Adrb2
1.20250481787278e-56,2.37378723140765,0,0.074,2.40500963574556e-53,18,Gm29266
4.90504750978004e-22,2.37033361065898,0.736,0.367,9.81009501956009e-19,18,Samd9l
7.15690173376571e-33,2.36565982313393,0.845,0.55,1.43138034675314e-29,18,Cadm1
1.07875497510347e-44,2.36474830782319,0.876,0.456,2.15750995020693e-41,18,Tm6sf1
2.54212503650339e-16,2.33677005344283,0.667,0.26,5.08425007300678e-13,18,Ly6a
9.65308558825598e-57,2.33493578763716,0.86,0.375,1.9306171176512e-53,18,Slc7a8
4.09570359669639e-38,2.32545344279193,0.822,0.444,8.19140719339279e-35,18,Elovl6
2.26415930227082e-36,2.32537701808114,0.814,0.415,4.52831860454164e-33,18,Eda
2.90864429145355e-25,2.31787610975323,0.783,0.46,5.8172885829071e-22,18,Klhl6
1.36433883100274e-56,2.31047235113516,0.977,0.536,2.72867766200548e-53,18,Emp3
1.83080375976814e-32,2.30970717860294,0.721,0.198,3.66160751953627e-29,18,Serpine2
5.03824324591131e-74,2.30456960992386,0.992,0.882,1.00764864918226e-70,18,Tmsb10
9.12246341872618e-39,2.29504871247317,0.814,0.322,1.82449268374524e-35,18,Heg1
5.73495172765255e-45,2.28566007769799,0.868,0.387,1.14699034553051e-41,18,Gm43914
5.47987210645242e-31,2.27996207670399,0.651,0.207,1.09597442129048e-27,18,Myrip
2.13954128779817e-48,2.27553014729682,0.938,0.499,4.27908257559633e-45,18,Apba1
6.19160803990769e-67,2.27231803491035,1,0.888,1.23832160798154e-63,18,Psap
1.4192782071389e-47,2.26419977931211,0.938,0.613,2.8385564142778e-44,18,Mctp1
9.57824056253896e-34,2.25871121057576,0.876,0.53,1.91564811250779e-30,18,Hcls1
2.38885912339197e-110,2.23491812263776,0.039,0.026,4.77771824678394e-107,18,Mcam
7.49894523866068e-48,2.22982700392331,0.961,0.596,1.49978904773214e-44,18,Sgms1
3.89255320732011e-62,2.22234659995301,0.992,0.778,7.78510641464021e-59,18,Irf8
4.22453337086892e-31,2.20950303062635,0.899,0.539,8.44906674173783e-28,18,Uck2
9.6929535129174e-12,2.20313840807739,0.713,0.529,1.93859070258348e-08,18,Cep128
1.48436125750145e-84,2.20294200455246,0.008,0.014,2.96872251500289e-81,18,Kcnh1
3.28297262226235e-26,2.20281024589006,0.814,0.502,6.56594524452469e-23,18,Gm36723
1.57100710956702e-48,2.19587341908318,0.969,0.629,3.14201421913405e-45,18,Arhgap18
2.07778447697977e-66,2.19005406906631,0.899,0.325,4.15556895395955e-63,18,Cacna1e
3.16780909223342e-56,2.17513338802707,0.992,0.609,6.33561818446685e-53,18,Mpeg1
3.7675551445936e-52,2.16389299928947,0.992,0.613,7.53511028918721e-49,18,Man2b1
2.65299319464183e-20,2.16114838574816,0.008,0.028,5.30598638928365e-17,18,5830411N06Rik
2.73460776254454e-29,2.15781612077185,0.86,0.559,5.46921552508907e-26,18,1700025G04Rik
1.73390272603903e-07,2.13924953366344,0.62,0.436,0.000346780545207807,18,Gm14636
4.62641930768662e-32,2.12770365309073,0.868,0.431,9.25283861537325e-29,18,Mif
8.08202088308391e-36,2.10936023396164,0.876,0.497,1.61640417661678e-32,18,Txndc5
1.41950013481994e-20,2.10923281222129,0.798,0.612,2.83900026963989e-17,18,Smc4
9.21635061412361e-25,2.08419596642922,0.806,0.469,1.84327012282472e-21,18,Gm47283
7.61950523682498e-28,2.07815089882974,0.031,0.144,1.523901047365e-24,18,Nxph2
3.14794045863179e-39,2.07564258584654,0.938,0.648,6.29588091726358e-36,18,Ece1
1.42817868542499e-12,2.07008029454227,0.682,0.42,2.85635737084998e-09,18,Kmo
2.44089368149335e-47,2.06719058590155,0.651,0.165,4.8817873629867e-44,18,Gchfr
3.90963369521527e-37,2.05052629271396,0.767,0.292,7.81926739043055e-34,18,Nrip3
